Country 	County 	City 	Airport 	Latitude 	Longitude 	Altitude 	ICAO 	IATA
Lithuania 	- 	Siauliai 	Siauliai Intl 	N55* 53.6332' 	E23* 23.6985' 	135.03M 	EYSA 	SQQ
Lithuania 	- 	Vilnius 	Vilnius Intl 	N54* 38.2245' 	E25* 17.2682' 	196.90M 	EYVI 	VNO
Luxembourg 	- 	Luxembourg 	Luxembourg 	N49* 37.4000' 	E06* 12.2667' 	376.12M 	ELLX 	LUX
Luxembourg 	- 	Noertrange 	Noertrange 	N49* 58.8667' 	E05* 55.0667' 	463.91M 	ELNT 	-
Macao SAR 	- 	Macao 	Macao Intl 	N22* 08.9667' 	E113* 35.4833' 	6.10M 	VMMC 	MFM
Macedonia, Former Yugoslav Republic of 	- 	Brazda 	Brazda 	N42* 03.5477' 	E21* 23.4585' 	350.52M 	LW0J 	-
Macedonia, Former Yugoslav Republic of 	- 	Brazda 	Brazda 	N42* 03.5477' 	E21* 23.4585' 	350.52M 	LW75 	-
Macedonia, Former Yugoslav Republic of 	- 	Dolneni 	Dolneni 	N41* 25.7567' 	E21* 24.1483' 	600.46M 	LW0D 	-
Macedonia, Former Yugoslav Republic of 	- 	Dolneni 	Dolneni 	N41* 25.7567' 	E21* 24.1483' 	600.46M 	LW69 	-
Macedonia, Former Yugoslav Republic of 	- 	Kumanovo 	Kumanovo 	N42* 09.2440' 	E21* 41.9242' 	370.94M 	LW0B 	-
Macedonia, Former Yugoslav Republic of 	- 	Kumanovo 	Kumanovo 	N42* 09.2440' 	E21* 41.9242' 	370.94M 	LW67 	-
Macedonia, Former Yugoslav Republic of 	- 	Logovardi 	Logovardi 	N41* 01.4126' 	E21* 25.5350' 	594.36M 	LW0I 	-
Macedonia, Former Yugoslav Republic of 	- 	Logovardi 	Logovardi 	N41* 01.4126' 	E21* 25.5350' 	594.36M 	LW74 	-
Macedonia, Former Yugoslav Republic of 	- 	Mavrovica 	Mavrovica 	N41* 54.7440' 	E21* 57.3223' 	377.04M 	LW0K 	-
Macedonia, Former Yugoslav Republic of 	- 	Mavrovica 	Mavrovica 	N41* 54.7440' 	E21* 57.3223' 	377.04M 	LW76 	-
Macedonia, Former Yugoslav Republic of 	- 	Negotino 	Negotino 	N41* 31.0294' 	E22* 05.2277' 	152.40M 	LW0G 	-
Macedonia, Former Yugoslav Republic of 	- 	Negotino 	Negotino 	N41* 31.0294' 	E22* 05.2277' 	152.40M 	LW72 	-
Macedonia, Former Yugoslav Republic of 	- 	Ohrid 	Ohrid 	N41* 10.7953' 	E20* 44.5397' 	705.00M 	LWOH 	OHD
Macedonia, Former Yugoslav Republic of 	- 	Prilep 	Prilep 	N41* 19.9858' 	E21* 26.9434' 	619.96M 	LW0A 	-
Macedonia, Former Yugoslav Republic of 	- 	Prilep 	Prilep 	N41* 19.9858' 	E21* 26.9434' 	619.96M 	LW66 	-
Macedonia, Former Yugoslav Republic of 	- 	Skopje 	Skopje 	N41* 57.6968' 	E21* 37.2860' 	238.05M 	LWSK 	SKP
Macedonia, Former Yugoslav Republic of 	- 	Srpci 	Srpci 	N41* 09.0433' 	E21* 24.4733' 	579.12M 	LW0C 	-
Macedonia, Former Yugoslav Republic of 	- 	Srpci 	Srpci 	N41* 09.0433' 	E21* 24.4733' 	579.12M 	LW68 	-
Macedonia, Former Yugoslav Republic of 	- 	Stip 	Stip 	N41* 47.9200' 	E22* 06.6250' 	274.32M 	LW0H 	-
Macedonia, Former Yugoslav Republic of 	- 	Stip 	Stip 	N41* 47.9200' 	E22* 06.6250' 	274.32M 	LW73 	-
Macedonia, Former Yugoslav Republic of 	- 	Sveti Nikole 	Sveti Nikole 	N41* 49.6600' 	E21* 59.2133' 	242.01M 	LW0F 	-
Macedonia, Former Yugoslav Republic of 	- 	Sveti Nikole 	Sveti Nikole 	N41* 49.6600' 	E21* 59.2133' 	242.01M 	LW71 	-
Macedonia, Former Yugoslav Republic of 	- 	Titov Veles 	Titov Veles 	N41* 45.5584' 	E21* 50.5633' 	338.94M 	LW0E 	-
Macedonia, Former Yugoslav Republic of 	- 	Titov Veles 	Titov Veles 	N41* 45.5584' 	E21* 50.5633' 	338.94M 	LW70 	-
Madagascar 	- 	Ambalavao 	Ambalavao 	S21* 49.0000' 	E46* 55.0000' 	972.01M 	FMSA 	-
Madagascar 	- 	Ambanja 	Ampapamena 	S13* 39.0000' 	E48* 28.0000' 	201.78M 	FMNJ 	-
Madagascar 	- 	Ambatondrazaka 	Ambatondrazaka 	S17* 48.0000' 	E48* 26.0000' 	765.96M 	FMMZ 	-
Madagascar 	- 	Ambilobe 	Ambilobe 	S13* 11.0000' 	E48* 59.0000' 	21.95M 	FMNE 	AMB
Madagascar 	- 	Ampampamena 	Ampampamena 	S13* 29.0888' 	E48* 37.9643' 	134.72M 	FMNZ 	-
Madagascar 	- 	Ampanihy 	Ampanihy 	S24* 42.0000' 	E44* 44.0000' 	235.00M 	FMSY 	-
Madagascar 	- 	Analalava 	Analalava 	S14* 38.0000' 	E47* 46.0000' 	104.85M 	FMNL 	-
Madagascar 	- 	Andapa 	Andapa 	S14* 39.0000' 	E49* 37.0000' 	580.95M 	FMND 	ZWA
Madagascar 	- 	Ankavandra 	Ankavandra 	S18* 48.0000' 	E45* 17.0000' 	130.15M 	FMMK 	-
Madagascar 	- 	Ankazoabo 	Ankazoabo 	S22* 18.0000' 	E44* 32.0000' 	430.07M 	FMSZ 	-
Madagascar 	- 	Antalaha 	Antsirabato 	S15* 00.0000' 	E50* 19.0000' 	240.79M 	FMNH 	-
Madagascar 	- 	Antananarivo 	Ivato 	S18* 47.7833' 	E47* 28.5667' 	1279.55M 	FMMI 	TNR
Madagascar 	- 	Antananarivo Arivonimamo 	Antananarivo Arivonimamo 	S19* 01.7400' 	E47* 10.3087' 	1449.93M 	FMMA 	-
Madagascar 	- 	Antsalova 	Antsalova 	S18* 42.0000' 	E44* 37.0000' 	167.94M 	FMMG 	-
Madagascar 	- 	Antsirabe 	Antsirabe 	S19* 50.0000' 	E47* 04.0000' 	1523.09M 	FMME 	-
Madagascar 	- 	Antsiranana 	Andrakaka Navy 	S12* 15.2000' 	E49* 15.2000' 	60.96M 	FMNK 	-
Madagascar 	- 	Antsiranana 	Arrachart 	S12* 21.0670' 	E49* 17.6575' 	114.00M 	FMNA 	DIE
Madagascar 	- 	Antsohihy 	Ambalabe 	S14* 54.0000' 	E47* 59.0000' 	143.87M 	FMNW 	WAI
Madagascar 	- 	Befandriana 	Avaratra 	S15* 12.0000' 	E48* 29.0000' 	249.94M 	FMNF 	-
Madagascar 	- 	Bekily 	Bekily 	S24* 14.0000' 	E45* 18.0000' 	387.10M 	FMSL 	-
Madagascar 	- 	Belo 	Tsiribihina 	S19* 41.0000' 	E44* 32.0000' 	46.94M 	FMML 	-
Madagascar 	- 	Beroroha 	Antsoa 	S21* 36.0000' 	E45* 08.0000' 	249.94M 	FMSB 	-
Madagascar 	- 	Besalampy 	Besalampy 	S16* 45.0000' 	E44* 29.0000' 	38.10M 	FMNQ 	BPY
Madagascar 	- 	Farafangana 	Farafangana 	S22* 48.0000' 	E47* 50.0000' 	7.92M 	FMSG 	-
Madagascar 	- 	Fianarantsoa 	Fianarantsoa 	S21* 27.0000' 	E47* 06.0000' 	1114.96M 	FMSF 	WFI
Madagascar 	- 	Ihosy 	Ihosy 	S22* 24.0000' 	E46* 10.0000' 	762.00M 	FMSI 	-
Madagascar 	- 	Ilaka 	Atsinanana 	S19* 35.0000' 	E48* 48.0000' 	10.06M 	FMMQ 	-
Madagascar 	- 	Mahajanga 	Philibert Tsiranana 	S15* 39.9950' 	E46* 21.0650' 	110.03M 	FMNM 	MJN
Madagascar 	- 	Mahanoro 	Mahanoro 	S19* 50.0000' 	E48* 48.0000' 	4.88M 	FMMH 	-
Madagascar 	- 	Maintirano 	Maintirano 	S18* 03.0500' 	E44* 01.9333' 	29.87M 	FMMO 	-
Madagascar 	- 	Malaimbandy 	Malaimbandy 	S20* 21.0000' 	E45* 33.0000' 	181.97M 	FMMC 	-
Madagascar 	- 	Manakara 	Manakara 	S22* 07.0000' 	E48* 01.0000' 	10.06M 	FMSK 	-
Madagascar 	- 	Mananara 	Avaratra 	S16* 10.0000' 	E49* 46.0000' 	3.05M 	FMNC 	WMR
Madagascar 	- 	Mananjary 	Mananjary 	S21* 12.3667' 	E48* 21.3333' 	6.10M 	FMSM 	MNJ
Madagascar 	- 	Mandabe 	Mandabe 	S21* 02.0000' 	E44* 57.0000' 	289.86M 	FMSC 	-
Madagascar 	- 	Mandritsara 	Mandritsara 	S15* 50.0000' 	E48* 50.0000' 	584.91M 	FMNX 	-
Madagascar 	- 	Manja 	Manja 	S21* 25.0000' 	E44* 19.0000' 	239.88M 	FMSJ 	-
Madagascar 	- 	Maroantsetra 	Maroantsetra 	S15* 26.0000' 	E49* 41.0000' 	149.96M 	FMNR 	WMN
Madagascar 	- 	Miandrivazo 	Miandrivazo 	S19* 34.0000' 	E45* 27.0000' 	61.87M 	FMMN 	-
Madagascar 	- 	Morafenobe 	Morafenobe 	S17* 51.0000' 	E44* 55.0000' 	227.99M 	FMMR 	-
Madagascar 	- 	Morombe 	Morombe 	S21* 45.0000' 	E43* 22.0000' 	4.88M 	FMSR 	MXM
Madagascar 	- 	Morondava 	Morondava 	S20* 17.0883' 	E44* 19.0617' 	9.14M 	FMMV 	MOQ
Madagascar 	- 	Nosy-Be 	Fascene 	S13* 19.0833' 	E48* 18.5500' 	174.96M 	FMNN 	NOS
Madagascar 	- 	Port Berge 	Port Berge 	S15* 35.0000' 	E47* 37.0000' 	64.92M 	FMNG 	-
Madagascar 	- 	Sainte-Marie 	Sainte-Marie 	S17* 05.0000' 	E49* 49.0000' 	2.13M 	FMMS 	-
Madagascar 	- 	Sambava 	Sambava South 	S14* 16.7167' 	E50* 10.4833' 	6.10M 	FMNS 	SVB
Madagascar 	- 	Soalala 	Soalala 	S16* 06.0000' 	E45* 22.0000' 	42.98M 	FMNO 	-
Madagascar 	- 	Tambohorano 	Tambohorano 	S17* 29.0000' 	E43* 58.0000' 	7.01M 	FMMU 	-
Madagascar 	- 	Tanandava 	Samangoky 	S21* 42.0000' 	E43* 44.0000' 	27.13M 	FMSN 	-
Madagascar 	- 	Toamasina 	Toamasina 	S18* 06.9500' 	E49* 23.6000' 	6.71M 	FMMT 	TMM
Madagascar 	- 	Tolagnaro 	Tolagnaro 	S25* 02.8666' 	E46* 57.8121' 	8.23M 	FMSD 	-
Madagascar 	- 	Toliary 	Toliary 	S23* 23.3672' 	E43* 43.5300' 	8.84M 	FMST 	TLE
Madagascar 	- 	Tsaratanana 	Tsaratanana 	S16* 45.0000' 	E47* 37.0000' 	327.05M 	FMNT 	-
Madagascar 	- 	Tsiroanomandidy 	Tsiroanomandidy 	S18* 45.0000' 	E46* 03.0000' 	846.12M 	FMMX 	-
Madagascar 	- 	Vangaindrano 	Vangaindrano 	S23* 21.1000' 	E47* 34.7333' 	13.11M 	FMSU 	-
Madagascar 	- 	Vatomandry 	Vatomandry 	S19* 23.0000' 	E48* 57.0000' 	11.89M 	FMMY 	-
Madagascar 	- 	Vohimarina 	Vohimarina 	S13* 23.0000' 	E50* 00.0000' 	168.86M 	FMNV 	-
Malawi 	- 	Blantyre 	Chileka Intl 	S15* 40.7878' 	E34* 58.0555' 	778.76M 	FWCL 	BLZ
Malawi 	- 	Chelinda 	Chelinda 	S10* 33.0000' 	E33* 48.0000' 	2136.04M 	FWCD 	-
Malawi 	- 	Chitipa 	Chitipa 	S09* 42.0000' 	E33* 16.0000' 	1301.50M 	FWCT 	-
Malawi 	- 	Club Makokola 	Club Makokola 	S14* 18.0000' 	E35* 08.0000' 	484.33M 	FWCM 	-
Malawi 	- 	Dwangwa 	Dwangwa 	S12* 30.9000' 	E34* 07.8667' 	489.20M 	FWDW 	-
Malawi 	- 	Karonga 	Karonga 	S09* 57.2965' 	E33* 53.7565' 	537.97M 	FWKA 	KGJ
Malawi 	- 	Kasungu 	Kasungu 	S13* 01.0000' 	E33* 28.0000' 	1266.75M 	FWKG 	-
Malawi 	- 	Kasungu 	Lifupa 	S13* 03.0000' 	E33* 09.0000' 	1014.98M 	FWLP 	-
Malawi 	- 	Katumbi 	Katumbi 	S10* 49.0000' 	E33* 31.0000' 	1214.93M 	FWKB 	-
Malawi 	- 	Lilongwe 	Kamuzu Intl 	S13* 47.0065' 	E33* 46.6547' 	1229.87M 	FWKI 	-
Malawi 	- 	Lilongwe 	Lilongwe 	S13* 57.9608' 	E33* 42.1108' 	1134.47M 	FW0A 	-
Malawi 	- 	Lilongwe 	Lilongwe 	S13* 57.9608' 	E33* 42.1108' 	1134.47M 	FWLE 	-
Malawi 	- 	Lilongwe 	Lilongwe Intl 	S13* 47.0065' 	E33* 46.6547' 	1229.87M 	FWLI 	LLW
Malawi 	- 	Mchinji 	Mchinji 	S13* 48.0000' 	E32* 54.0000' 	1188.72M 	FWMC 	-
Malawi 	- 	Monkey Bay 	Monkey Bay 	S14* 06.0000' 	E34* 55.0000' 	481.58M 	FWMY 	-
Malawi 	- 	Mzuzu 	Mzuzu 	S11* 26.8752' 	E34* 00.8587' 	1254.25M 	FWUU 	ZZU
Malawi 	- 	Nchalo 	Sucoma 	S16* 16.0000' 	E34* 55.0000' 	68.58M 	FWSU 	-
Malawi 	- 	Nsanje 	Nsanje 	S16* 55.0000' 	E35* 15.0000' 	60.96M 	FWSJ 	-
Malawi 	- 	Ntchisi 	Ntchisi 	S13* 22.0000' 	E33* 51.0000' 	1310.64M 	FWCS 	-
Malawi 	- 	Salima 	Salima 	S13* 45.0000' 	E34* 35.0000' 	514.50M 	FWSM 	-
Malawi 	- 	Zomba 	Zomba 	S15* 23.1210' 	E35* 23.0698' 	807.72M 	FWZA 	-
Malaysia 	- 	Alor Star 	Sultan Abdul Halim 	N06* 11.6582' 	E100* 24.1725' 	4.57M 	WMKA 	AOR
Malaysia 	- 	Bario 	Bario 	N03* 44.2216' 	E115* 28.1744' 	452.02M 	WBGZ 	-
Malaysia 	- 	Bintulu 	Bintulu 	N03* 07.4387' 	E113* 01.0103' 	22.56M 	WBGB 	BTU
Malaysia 	- 	Butterworth 	Butterworth 	N05* 28.5781' 	E100* 23.6227' 	2.44M 	WMKB 	-
Malaysia 	- 	Gong Kedak 	Gong Kedak 	N05* 47.9103' 	E102* 29.3228' 	6.10M 	WMGK 	-
Malaysia 	- 	Ipoh 	Sultan Azlan Shah 	N04* 34.1489' 	E101* 05.5840' 	39.62M 	WMKI 	IPH
Malaysia 	- 	Johor Bahru 	Sultan Ismail 	N01* 38.4288' 	E103* 40.1140' 	36.88M 	WMKJ 	JHB
Malaysia 	- 	Keningua, Malaysia 	Keningua 	N05* 21.4322' 	E116* 09.5522' 	413.92M 	WBKG 	-
Malaysia 	- 	Kerteh 	Kerteh 	N04* 32.2494' 	E103* 25.5989' 	5.49M 	WMKE 	KTE
Malaysia 	- 	Kluang 	Kluang 	N02* 02.4937' 	E103* 18.4001' 	45.72M 	WMAP 	-
Malaysia 	- 	Kota Belud 	Kota Belud 	N06* 21.7667' 	E116* 28.3333' 	14.02M 	WBKB 	-
Malaysia 	- 	Kota Bharu 	Sultan Ismail Petra 	N06* 09.9586' 	E102* 17.5576' 	4.88M 	WMKC 	KBR
Malaysia 	- 	Kota Kinabalu 	Kota Kinabalu 	N05* 56.4299' 	E116* 02.7695' 	3.05M 	WBKK 	BKI
Malaysia 	- 	Kuala Lumpur 	Kuala Lumpur Intl - Sepang 	N02* 44.5968' 	E101* 41.8775' 	21.34M 	WMKK 	KUL
Malaysia 	- 	Kuala Lumpur 	Simpang 	N03* 06.6889' 	E101* 42.1626' 	33.83M 	WMKF 	-
Malaysia 	- 	Kuala Lumpur 	Sultan Abdul Aziz Shah-Subang 	N03* 07.8554' 	E101* 32.7972' 	27.13M 	WMSA 	SZB
Malaysia 	- 	Kuala Terengganu 	Sultan Mahmud 	N05* 22.8789' 	E103* 06.2847' 	5.79M 	WMKN 	TGG
Malaysia 	- 	Kuantan 	Kuantan 	N03* 46.5127' 	E103* 12.5457' 	17.68M 	WMKD 	KUA
Malaysia 	- 	Kuching 	Kuching Intl 	N01* 29.0799' 	E110* 20.2627' 	27.13M 	WBGG 	KCH
Malaysia 	- 	Labuan I 	Labuan 	N05* 18.0155' 	E115* 14.6756' 	30.78M 	WBKL 	LBU
Malaysia 	- 	Lahad Datu 	Lahad Datu 	N05* 01.9842' 	E118* 19.2701' 	13.72M 	WBKD 	LDU
Malaysia 	- 	Langkawi I. 	Langkawi Intl 	N06* 19.5627' 	E99* 43.4827' 	8.84M 	WMKL 	LGK
Malaysia 	- 	Lawas 	Lawas 	N04* 50.9840' 	E115* 23.8079' 	114.00M 	WBGW 	-
Malaysia 	- 	Limbang 	Limbang 	N04* 48.4900' 	E115* 00.6247' 	4.27M 	WBGJ 	-
Malaysia 	- 	Long Akah 	Long Akah 	N03* 18.4598' 	E114* 46.4029' 	227.08M 	WBGL 	-
Malaysia 	- 	Lutong 	Lutong 	N04* 27.0000' 	E113* 60.0000' 	1.52M 	WMLU 	-
Malaysia 	- 	Malacca 	Malacca 	N02* 15.7760' 	E102* 15.1417' 	10.67M 	WMKM 	-
Malaysia 	- 	Marudi 	Marudi 	N04* 11.4862' 	E114* 19.3160' 	31.39M 	WBGM 	-
Malaysia 	- 	Miri 	Miri 	N04* 19.5023' 	E113* 59.1184' 	17.98M 	WBGR 	MYY
Malaysia 	- 	Mukah 	Mukah 	N02* 53.9910' 	E112* 03.8330' 	.30M 	WBGK 	-
Malaysia 	- 	Mulu 	Mulu 	N04* 02.9000' 	E114* 48.3000' 	24.38M 	WBFC 	-
Malaysia 	- 	Mulu 	Mulu 	N04* 03.0283' 	E114* 48.5600' 	367.89M 	WBMU 	-
Malaysia 	- 	Penang I 	Penang Intl 	N05* 17.8123' 	E100* 16.5237' 	3.35M 	WMKP 	PEN
Malaysia 	- 	Pulau Redang 	Pulau Redang 	N05* 45.9167' 	E103* 00.4167' 	3.05M 	WMPR 	-
Malaysia 	- 	Pulau Tioman 	Pulau Tioman 	N02* 49.1000' 	E104* 09.8333' 	3.96M 	WMBT 	-
Malaysia 	- 	Sandakan 	Sandakan 	N05* 54.0975' 	E118* 02.9217' 	14.02M 	WBKS 	SDK
Malaysia 	- 	Sibu 	Sibu 	N02* 15.8769' 	E111* 58.5837' 	35.36M 	WBGS 	SBW
Malaysia 	- 	Taiping 	Taiping 	N04* 51.9809' 	E100* 42.9202' 	12.19M 	WMBI 	-
Malaysia 	- 	Tanjung Manis 	Tanjung Manis 	N02* 10.6213' 	E111* 12.0878' 	4.57M 	WBGT 	-
Malaysia 	- 	Tawau 	Tawau 	N04* 18.8000' 	E118* 07.3167' 	17.37M 	WBKW 	TWU
Maldives 	- 	Gan Island 	Gan 	S00* 41.5950' 	E73* 09.3388' 	1.83M 	VRMG 	GAN
Maldives 	- 	Hanimaadhoo Island 	Hanimaadhoo 	N06* 44.7830' 	E73* 10.1100' 	1.52M 	VRMH 	HAQ
Maldives 	- 	Kaadedhdhoo Island 	Kaadedhdhoo 	N00* 29.3038' 	E72* 59.7703' 	.61M 	VRMT 	KDM
Maldives 	- 	Kadhdhoo Island 	Kadhdhoo 	N01* 51.5007' 	E73* 31.1790' 	1.22M 	VRMK 	KDO
Maldives 	- 	Male 	Male Intl 	N04* 11.4990' 	E73* 31.7487' 	1.83M 	VRMM 	MLE
Mali 	- 	Ansongo 	Ansongo 	N15* 42.0000' 	E00* 30.0000' 	259.99M 	GAAO 	-
Mali 	- 	Bafoulabe 	Bafoulabe 	N13* 48.0000' 	W10* 51.0000' 	116.13M 	GABF 	-
Mali 	- 	Bamako 	Senou 	N12* 32.2717' 	W07* 56.5950' 	380.09M 	GABS 	BKO
Mali 	- 	Bandiagara 	Bandiagara 	N14* 20.0000' 	W03* 36.0000' 	399.90M 	GABD 	-
Mali 	- 	Bougouni 	Bougouni 	N11* 27.0000' 	W07* 31.0000' 	346.86M 	GABG 	-
Mali 	- 	Bourem 	Bourem 	N17* 02.0000' 	W00* 24.0000' 	287.12M 	GABR 	-
Mali 	- 	Douentza 	Douentza 	N14* 60.0000' 	W02* 55.0000' 	299.92M 	GADZ 	-
Mali 	- 	Gao 	Korogoussou 	N16* 14.9000' 	W00* 00.3500' 	265.18M 	GAGO 	GAQ
Mali 	- 	Goundam 	Goundam 	N16* 21.0000' 	W03* 36.0000' 	371.86M 	GAGM 	-
Mali 	- 	Kayes 	Dag Dag 	N14* 28.9000' 	W11* 24.2833' 	49.99M 	GAKD 	-
Mali 	- 	Kayes 	Kayes 	N14* 25.8791' 	W11* 26.3828' 	49.07M 	GA1A 	-
Mali 	- 	Kenieba 	Kenieba 	N12* 50.0000' 	W11* 15.0000' 	136.86M 	GAKA 	-
Mali 	- 	Kidal 	Kidal 	N18* 26.0000' 	E01* 25.0000' 	455.98M 	GAKL 	-
Mali 	- 	Kita 	Kita 	N13* 04.0000' 	W09* 29.0000' 	341.99M 	GAKT 	-
Mali 	- 	Kolokani 	Kolokani 	N13* 32.0000' 	W08* 03.0000' 	444.09M 	GAKN 	-
Mali 	- 	Koutiala 	Koutiala 	N12* 21.0000' 	W05* 26.0000' 	377.95M 	GAKO 	-
Mali 	- 	Manantali Bengassi 	Manantali Bengassi 	N13* 15.3364' 	W10* 30.2593' 	163.98M 	GA0A 	-
Mali 	- 	Manantali Bengassi 	Manantali Bengassi 	N13* 15.3364' 	W10* 30.2593' 	163.98M 	GA46 	-
Mali 	- 	Markala 	Markala 	N13* 42.0000' 	W06* 04.0000' 	289.86M 	GAMA 	-
Mali 	- 	Menaka 	Menaka 	N15* 51.0000' 	E02* 26.0000' 	274.02M 	GAMK 	-
Mali 	- 	Mopti 	Ambodedjo 	N14* 30.5167' 	W04* 05.0500' 	276.15M 	GAMB 	MZI
Mali 	- 	Nara 	Keibane 	N15* 14.0000' 	W07* 16.0000' 	270.97M 	GANK 	-
Mali 	- 	Niafunke 	Niafunke 	N15* 56.0000' 	W04* 01.0000' 	264.87M 	GANF 	-
Mali 	- 	Nioro 	Nioro 	N15* 14.0000' 	W09* 35.0000' 	237.13M 	GANR 	NIX
Mali 	- 	Sikasso 	Dignangan 	N11* 35.8903' 	W05* 47.9327' 	396.24M 	GASO 	-
Mali 	- 	Sikasso 	Sikasso 	N11* 19.6187' 	W05* 42.3445' 	420.01M 	GASK 	-
Mali 	- 	Tessalit 	Tessalit 	N20* 14.7750' 	E00* 58.8450' 	491.34M 	GATS 	-
Mali 	- 	Tombouctou 	Tombouctou 	N16* 44.0333' 	W02* 59.9167' 	263.04M 	GATB 	TOM
Mali 	- 	Yelimane 	Yelimane 	N15* 08.0000' 	W10* 34.0000' 	99.06M 	GAYE 	-
Malta 	- 	Malta 	Luqa 	N35* 51.4500' 	E14* 28.6500' 	91.44M 	LMML 	MLA
Marshall Islands 	- 	Enewetak Atoll 	Enewetak Aux AF 	N11* 20.4000' 	E162* 19.7000' 	3.96M 	PKMA 	-
Marshall Islands 	- 	Jabor Jaluit Atoll 	Jaluit 	N05* 54.4000' 	E169* 38.5000' 	1.22M 	N55 	-
Marshall Islands 	- 	Kwajalein Atoll 	Bucholz AAF 	N08* 43.2073' 	E167* 43.8997' 	4.88M 	PKWA 	KWA
Marshall Islands 	- 	Majuro Atoll 	Marshall Is Intl 	N07* 03.8988' 	E171* 16.3218' 	1.83M 	PKMJ 	MAJ
Marshall Islands 	- 	Roi-Namur 	Dyess AAF 	N09* 23.8135' 	E167* 28.2528' 	4.27M 	PKRO 	-
Martinique 	- 	Ft De France 	Le Lamentin 	N14* 35.5333' 	W60* 59.7833' 	4.88M 	TFFF 	FDF
Mauritania 	- 	Aioun-El-Atrouss 	Aioun-El-Atrouss 	N16* 43.0000' 	W09* 38.0000' 	289.86M 	GQNA 	AEO
Mauritania 	- 	Akjoujt 	Akjoujt 	N19* 44.0000' 	W14* 23.0000' 	123.14M 	GQNJ 	-
Mauritania 	- 	Atar 	Atar 	N20* 30.0500' 	W13* 02.8000' 	231.95M 	GQPA 	ATR
Mauritania 	- 	Bir Moghrein 	Bir Moghrein 	N25* 14.0000' 	W11* 35.0000' 	363.93M 	GQPT 	-
Mauritania 	- 	Bogue 	Bogue 	N16* 38.0000' 	W14* 12.0000' 	20.12M 	GQNE 	-
Mauritania 	- 	Boutilimit 	Boutilimit 	N17* 32.0000' 	W14* 43.0000' 	36.88M 	GQNB 	-
Mauritania 	- 	F'derik 	F'derik 	N22* 40.0000' 	W12* 44.0000' 	292.91M 	GQPF 	-
Mauritania 	- 	Kaedi 	Kaedi 	N16* 09.0000' 	W13* 31.0000' 	22.86M 	GQNK 	KED
Mauritania 	- 	Kiffa 	Kiffa 	N16* 35.0000' 	W11* 24.0000' 	128.93M 	GQNF 	KFA
Mauritania 	- 	Moudjeria 	Letfotar 	N17* 45.0000' 	W12* 30.0000' 	78.03M 	GQNL 	-
Mauritania 	- 	Nema 	Nema 	N16* 37.3167' 	W07* 18.8667' 	231.04M 	GQNI 	EMN
Mauritania 	- 	Nouadhibou 	Nouadhibou 	N20* 55.7067' 	W17* 01.8685' 	2.74M 	GQPP 	NDB
Mauritania 	- 	Nouakchott 	Nouakchott 	N18* 05.7333' 	W15* 57.0000' 	1.83M 	GQNN 	NKC
Mauritania 	- 	Selibabi 	Selibabi 	N15* 11.0000' 	W12* 12.0000' 	79.86M 	GQNS 	SEY
Mauritania 	- 	Tamchakett 	Tamchakett 	N17* 14.0000' 	W10* 49.0000' 	188.98M 	GQNT 	-
Mauritania 	- 	Tichit 	Tichit 	N18* 27.0000' 	W09* 31.0000' 	299.01M 	GQNC 	-
Mauritania 	- 	Tidjikja 	Tidjikja 	N18* 34.0000' 	W11* 26.0000' 	401.12M 	GQND 	TIY
Mauritania 	- 	Timbedra 	Dahara 	N16* 18.0000' 	W08* 03.0000' 	220.07M 	GQNM 	-
Mauritania 	- 	Timbedra 	Timbedra 	N16* 14.0000' 	W08* 10.0000' 	210.92M 	GQNH 	-
Mauritania 	- 	Zoueratt 	Tazadit 	N22* 45.4833' 	W12* 28.1167' 	341.07M 	GQPZ 	-
Mauritius 	- 	Mauritius 	Mauritius Intl 	S20* 25.8000' 	E57* 40.9833' 	149.96M 	FIMP 	MRU
Mauritius 	- 	Rodrigues 	Plaine Corail 	S19* 45.4637' 	E63* 21.6758' 	28.35M 	FIMR 	-
Mayotte 	- 	Dzaoudzi 	Pamandzi 	S12* 48.4000' 	E45* 16.8333' 	7.01M 	FMCZ 	DZA
Mexico 	- 	Acaponeta 	Acaponeta 	N22* 28.9850' 	W105* 24.6928' 	83.82M 	MM02 	-
Mexico 	- 	Acapulco 	Gen Juan N Alvarez Intl 	N16* 45.4258' 	W99* 45.2292' 	3.96M 	MMAA 	ACA
Mexico 	- 	Agua Prieta South 	Agua Prieta South 	N31* 15.0667' 	W109* 36.4669' 	1269.49M 	MM2E 	-
Mexico 	- 	Agua Prieta South 	Agua Prieta South 	N31* 15.1408' 	W109* 36.5089' 	1269.49M 	MM65 	-
Mexico 	- 	Agua Prieta Southwest 	Agua Prieta Southwest 	N31* 14.4667' 	W109* 37.4501' 	1219.20M 	MM2N 	-
Mexico 	- 	Agua Prieta Southwest 	Agua Prieta Southwest 	N31* 14.5755' 	W109* 37.5053' 	1219.20M 	MM75 	-
Mexico 	- 	Agualeguas 	Agualeguas 	N26* 20.1333' 	W99* 32.6667' 	206.04M 	MMAL 	-
Mexico 	- 	Agualeguas Old 	Agualeguas Old 	N26* 18.2177' 	W99* 32.9452' 	206.04M 	MM1L 	-
Mexico 	- 	Agualeguas Old 	Agualeguas Old 	N26* 18.2642' 	W99* 33.0116' 	206.04M 	MM44 	-
